Date,Open,High,Low,Close,Adj Close,Volume
1988-12-27,213.613007,213.613007,213.613007,213.613007,79.710205,0
1988-12-28,215.792999,215.792999,215.792999,215.792999,80.523666,0
1988-12-29,219.063004,219.063004,219.063004,219.063004,81.743851,0
1988-12-30,216.882996,216.882996,216.882996,216.882996,80.930382,0
1989-01-02,216.882996,216.882996,216.882996,216.882996,80.930382,0
1989-01-03,215.792999,215.792999,215.792999,215.792999,80.523666,0
1989-01-04,216.882996,216.882996,216.882996,216.882996,80.930382,0
1989-01-05,217.973007,217.973007,217.973007,217.973007,81.337158,0
1989-01-06,217.973007,217.973007,217.973007,217.973007,81.337158,0
1989-01-09,223.421997,223.421997,223.421997,223.421997,83.370422,0
1989-01-10,225.602005,225.602005,225.602005,225.602005,84.183937,0
1989-01-11,222.332001,222.332001,222.332001,222.332001,82.963707,0
1989-01-12,224.511993,224.511993,224.511993,224.511993,83.777168,0
1989-01-13,225.602005,225.602005,225.602005,225.602005,84.183937,0
1989-01-16,226.692001,226.692001,226.692001,226.692001,84.590645,0
1989-01-17,227.781998,227.781998,227.781998,227.781998,84.997391,0
1989-01-18,228.871002,228.871002,228.871002,228.871002,85.403755,0
1989-01-19,231.050995,231.050995,231.050995,231.050995,86.217209,0
1989-01-20,233.231003,233.231003,233.231003,233.231003,87.030693,0
1989-01-23,234.320999,234.320999,234.320999,234.320999,87.437424,0
1989-01-24,236.501007,236.501007,236.501007,236.501007,88.250908,0
1989-01-25,238.681000,238.681000,238.681000,238.681000,89.064362,0
1989-01-26,241.949997,241.949997,241.949997,241.949997,90.284203,0
1989-01-27,251.757996,251.757996,251.757996,251.757996,93.944061,0
1989-01-30,255.572998,255.572998,255.572998,255.572998,95.367661,0
1989-01-31,258.298004,258.298004,258.298004,258.298004,96.384506,0
1989-02-01,256.118011,256.118011,256.118011,256.118011,95.571037,0
1989-02-02,257.208008,257.208008,257.208008,257.208008,95.977791,0
1989-02-03,259.933014,259.933014,259.933014,259.933014,96.994591,0
1989-02-06,253.938004,253.938004,253.938004,253.938004,94.757545,0
1989-02-07,252.304001,252.304001,252.304001,252.304001,94.147835,0
1989-02-08,256.118011,256.118011,256.118011,256.118011,95.571037,0
1989-02-09,256.662994,256.662994,256.662994,256.662994,95.774406,0
1989-02-10,257.208008,257.208008,257.208008,257.208008,95.977791,0
1989-02-13,254.483994,254.483994,254.483994,254.483994,94.961258,0
1989-02-14,257.208008,257.208008,257.208008,257.208008,95.977791,0
1989-02-15,256.118011,256.118011,256.118011,256.118011,95.571037,0
1989-02-16,253.938004,253.938004,253.938004,253.938004,94.757545,0
1989-02-17,254.483994,254.483994,254.483994,254.483994,94.961258,0
1989-02-20,256.118011,256.118011,256.118011,256.118011,95.571037,0
1989-02-21,255.028000,255.028000,255.028000,255.028000,95.164299,0
1989-02-22,244.130005,244.130005,244.130005,244.130005,91.097687,0
1989-02-23,240.860992,240.860992,240.860992,240.860992,89.877861,0
1989-02-24,239.770004,239.770004,239.770004,239.770004,89.470734,0
1989-02-27,235.410995,235.410995,235.410995,235.410995,87.844170,0
1989-02-28,237.046005,237.046005,237.046005,237.046005,88.454239,0
1989-03-01,237.046005,237.046005,237.046005,237.046005,88.454239,0
1989-03-02,233.231003,233.231003,233.231003,233.231003,87.030693,0
1989-03-03,243.039001,243.039001,243.039001,243.039001,90.690559,0
1989-03-06,241.949997,241.949997,241.949997,241.949997,90.284203,0
1989-03-07,238.681000,238.681000,238.681000,238.681000,89.064362,0
1989-03-08,239.770004,239.770004,239.770004,239.770004,89.470734,0
1989-03-09,238.681000,238.681000,238.681000,238.681000,89.064362,0
1989-03-10,241.949997,241.949997,241.949997,241.949997,90.284203,0
1989-03-13,243.039001,243.039001,243.039001,243.039001,90.690559,0
1989-03-14,248.488998,248.488998,248.488998,248.488998,92.724236,0
1989-03-15,249.578003,249.578003,249.578003,249.578003,93.130600,0
1989-03-16,247.944000,247.944000,247.944000,247.944000,92.520866,0
1989-03-17,241.949997,241.949997,241.949997,241.949997,90.284203,0
1989-03-20,240.860992,240.860992,240.860992,240.860992,89.877861,0
1989-03-21,241.949997,241.949997,241.949997,241.949997,90.284203,0
1989-03-22,243.039001,243.039001,243.039001,243.039001,90.690559,0
1989-03-23,244.130005,244.130005,244.130005,244.130005,91.097687,0
1989-03-24,244.130005,244.130005,244.130005,244.130005,91.097687,0
1989-03-27,244.130005,244.130005,244.130005,244.130005,91.097687,0
1989-03-28,245.218994,245.218994,245.218994,245.218994,91.504036,0
1989-03-29,245.218994,245.218994,245.218994,245.218994,91.504036,0
1989-03-30,241.949997,241.949997,241.949997,241.949997,90.284203,0
1989-03-31,244.130005,244.130005,244.130005,244.130005,91.097687,0
1989-04-03,244.673996,244.673996,244.673996,244.673996,91.300667,0
1989-04-04,245.218994,245.218994,245.218994,245.218994,91.504036,0
1989-04-05,244.673996,244.673996,244.673996,244.673996,91.300667,0
1989-04-06,243.039001,243.039001,243.039001,243.039001,90.690559,0
1989-04-07,241.949997,241.949997,241.949997,241.949997,90.284203,0
1989-04-10,240.860992,240.860992,240.860992,240.860992,89.877861,0
1989-04-11,241.949997,241.949997,241.949997,241.949997,90.284203,0
1989-04-12,244.130005,244.130005,244.130005,244.130005,91.097687,0
1989-04-13,246.309006,246.309006,246.309006,246.309006,91.910774,0
1989-04-14,248.488998,248.488998,248.488998,248.488998,92.724236,0
1989-04-17,247.399002,247.399002,247.399002,247.399002,92.317528,0
1989-04-18,249.033997,249.033997,249.033997,249.033997,92.927605,0
1989-04-19,250.669006,250.669006,250.669006,250.669006,93.537735,0
1989-04-20,251.214005,251.214005,251.214005,251.214005,93.741066,0
1989-04-21,253.938004,253.938004,253.938004,253.938004,94.757545,0
1989-04-24,255.572998,255.572998,255.572998,255.572998,95.367661,0
1989-04-25,257.752991,257.752991,257.752991,257.752991,96.181137,0
1989-04-26,261.567993,261.567993,261.567993,261.567993,97.604675,0
1989-04-27,263.747009,263.747009,263.747009,263.747009,98.417793,0
1989-04-28,264.837006,264.837006,264.837006,264.837006,98.824600,0
1989-05-01,264.837006,264.837006,264.837006,264.837006,98.824600,0
1989-05-02,263.201996,263.201996,263.201996,263.201996,98.214409,0
1989-05-03,263.747009,263.747009,263.747009,263.747009,98.417793,0
1989-05-04,264.837006,264.837006,264.837006,264.837006,98.824600,0
1989-05-05,264.837006,264.837006,264.837006,264.837006,98.824600,0
1989-05-08,263.747009,263.747009,263.747009,263.747009,98.417793,0
1989-05-09,259.388000,259.388000,259.388000,259.388000,96.791252,0
1989-05-10,257.208008,257.208008,257.208008,257.208008,95.977791,0
1989-05-11,256.118011,256.118011,256.118011,256.118011,95.571037,0
1989-05-12,258.298004,258.298004,258.298004,258.298004,96.384506,0
1989-05-15,261.023010,261.023010,261.023010,261.023010,97.401337,0
1989-05-16,262.657013,262.657013,262.657013,262.657013,98.011055,0
1989-05-17,263.747009,263.747009,263.747009,263.747009,98.417793,0
1989-05-18,261.567993,261.567993,261.567993,261.567993,97.604675,0
1989-05-19,263.747009,263.747009,263.747009,263.747009,98.417793,0
1989-05-22,261.567993,261.567993,261.567993,261.567993,97.604675,0
1989-05-23,261.567993,261.567993,261.567993,261.567993,97.604675,0
1989-05-24,259.388000,259.388000,259.388000,259.388000,96.791252,0
1989-05-25,261.023010,261.023010,261.023010,261.023010,97.401337,0
1989-05-26,260.476990,260.476990,260.476990,260.476990,97.197563,0
1989-05-29,260.476990,260.476990,260.476990,260.476990,97.197563,0
1989-05-30,260.476990,260.476990,260.476990,260.476990,97.197563,0
1989-05-31,261.567993,261.567993,261.567993,261.567993,97.604675,0
1989-06-01,261.567993,261.567993,261.567993,261.567993,97.604675,0
1989-06-02,265.927002,265.927002,265.927002,265.927002,99.231293,0
1989-06-05,260.476990,260.476990,260.476990,260.476990,97.197563,0
1989-06-06,263.747009,263.747009,263.747009,263.747009,98.417793,0
1989-06-07,268.106995,268.106995,268.106995,268.106995,100.044762,0
1989-06-08,269.196014,269.196014,269.196014,269.196014,100.451157,0
1989-06-09,271.376007,271.376007,271.376007,271.376007,101.264587,0
1989-06-12,270.286987,270.286987,270.286987,270.286987,100.858215,0
1989-06-13,273.556000,273.556000,273.556000,273.556000,102.078056,0
1989-06-14,281.730011,281.730011,281.730011,281.730011,105.128204,0
1989-06-15,282.820007,282.820007,282.820007,282.820007,105.534950,0
1989-06-16,287.723999,287.723999,287.723999,287.723999,107.364861,0
1989-06-19,289.903015,289.903015,289.903015,289.903015,108.177948,0
1989-06-20,289.903015,289.903015,289.903015,289.903015,108.177948,0
1989-06-21,290.993988,290.993988,290.993988,290.993988,108.585075,0
1989-06-22,288.813995,288.813995,288.813995,288.813995,107.771606,0
1989-06-23,286.634003,286.634003,286.634003,286.634003,106.958107,0
1989-06-26,282.274994,282.274994,282.274994,282.274994,105.331573,0
1989-06-27,277.915009,277.915009,277.915009,277.915009,103.704628,0
1989-06-28,275.735992,275.735992,275.735992,275.735992,102.891525,0
1989-06-29,271.376007,271.376007,271.376007,271.376007,101.264587,0
1989-06-30,267.016998,267.016998,267.016998,267.016998,99.638000,0
1989-07-03,270.286987,270.286987,270.286987,270.286987,100.858215,0
1989-07-04,271.376007,271.376007,271.376007,271.376007,101.264587,0
1989-07-05,271.376007,271.376007,271.376007,271.376007,101.264587,0
1989-07-06,274.645996,274.645996,274.645996,274.645996,102.484802,0
1989-07-07,276.279999,276.279999,276.279999,276.279999,103.094543,0
1989-07-10,275.735992,275.735992,275.735992,275.735992,102.891525,0
1989-07-11,276.825989,276.825989,276.825989,276.825989,103.298256,0
1989-07-12,282.274994,282.274994,282.274994,282.274994,105.331573,0
1989-07-13,283.910004,283.910004,283.910004,283.910004,105.941681,0
1989-07-14,286.089996,286.089996,286.089996,286.089996,106.755188,0
1989-07-17,284.454987,284.454987,284.454987,284.454987,106.145065,0
1989-07-18,284.454987,284.454987,284.454987,284.454987,106.145065,0
1989-07-19,288.813995,288.813995,288.813995,288.813995,107.771606,0
1989-07-20,284.998993,284.998993,284.998993,284.998993,106.348053,0
1989-07-21,285.544006,285.544006,285.544006,285.544006,106.551414,0
1989-07-24,284.454987,284.454987,284.454987,284.454987,106.145065,0
1989-07-25,286.634003,286.634003,286.634003,286.634003,106.958107,0
1989-07-26,290.993988,290.993988,290.993988,290.993988,108.585075,0
1989-07-27,298.622009,298.622009,298.622009,298.622009,111.431458,0
1989-07-28,301.893005,301.893005,301.893005,301.893005,112.652084,0
1989-07-31,300.802002,300.802002,300.802002,300.802002,112.244972,0
1989-08-01,304.071991,304.071991,304.071991,304.071991,113.465164,0
1989-08-02,310.612000,310.612000,310.612000,310.612000,115.905563,0
1989-08-03,309.520996,309.520996,309.520996,309.520996,115.498505,0
1989-08-04,310.066010,310.066010,310.066010,310.066010,115.701874,0
1989-08-07,311.700989,311.700989,311.700989,311.700989,116.311974,0
1989-08-08,308.432007,308.432007,308.432007,308.432007,115.092133,0
1989-08-09,308.432007,308.432007,308.432007,308.432007,115.092133,0
1989-08-10,302.981995,302.981995,302.981995,302.981995,113.058449,0
1989-08-11,302.981995,302.981995,302.981995,302.981995,113.058449,0
1989-08-14,299.713013,299.713013,299.713013,299.713013,111.838600,0
1989-08-15,304.071991,304.071991,304.071991,304.071991,113.465164,0
1989-08-16,308.432007,308.432007,308.432007,308.432007,115.092133,0
1989-08-17,311.156006,311.156006,311.156006,311.156006,116.108604,0
1989-08-18,312.790985,312.790985,312.790985,312.790985,116.718712,0
1989-08-21,312.790985,312.790985,312.790985,312.790985,116.718712,0
1989-08-22,313.881012,313.881012,313.881012,313.881012,117.125427,0
1989-08-23,316.061005,316.061005,316.061005,316.061005,117.938889,0
1989-08-24,318.239990,318.239990,318.239990,318.239990,118.752022,0
1989-08-25,318.239990,318.239990,318.239990,318.239990,118.752022,0
1989-08-28,318.239990,318.239990,318.239990,318.239990,118.752022,0
1989-08-29,318.239990,318.239990,318.239990,318.239990,118.752022,0
1989-08-30,317.696014,317.696014,317.696014,317.696014,118.549004,0
1989-08-31,316.061005,316.061005,316.061005,316.061005,117.938889,0
1989-09-01,316.061005,316.061005,316.061005,316.061005,117.938889,0
1989-09-04,317.151001,317.151001,317.151001,317.151001,118.345589,0
1989-09-05,317.696014,317.696014,317.696014,317.696014,118.549004,0
1989-09-06,308.432007,308.432007,308.432007,308.432007,115.092133,0
1989-09-07,311.700989,311.700989,311.700989,311.700989,116.311974,0
1989-09-08,309.520996,309.520996,309.520996,309.520996,115.498505,0
1989-09-11,305.161987,305.161987,305.161987,305.161987,113.871872,0
1989-09-12,301.893005,301.893005,301.893005,301.893005,112.652084,0
1989-09-13,301.893005,301.893005,301.893005,301.893005,112.652084,0
1989-09-14,300.802002,300.802002,300.802002,300.802002,112.244972,0
1989-09-15,301.893005,301.893005,301.893005,301.893005,112.652084,0
1989-09-18,307.342010,307.342010,307.342010,307.342010,114.685356,0
1989-09-19,310.612000,310.612000,310.612000,310.612000,115.905563,0
1989-09-20,311.700989,311.700989,311.700989,311.700989,116.311974,0
1989-09-21,314.971008,314.971008,314.971008,314.971008,117.532104,0
1989-09-22,314.971008,314.971008,314.971008,314.971008,117.532104,0
1989-09-25,314.971008,314.971008,314.971008,314.971008,117.532104,0
1989-09-26,313.881012,313.881012,313.881012,313.881012,117.125427,0
1989-09-27,310.612000,310.612000,310.612000,310.612000,115.905563,0
1989-09-28,301.893005,301.893005,301.893005,301.893005,112.652084,0
1989-09-29,299.713013,299.713013,299.713013,299.713013,111.838600,0
1989-10-02,296.442993,296.442993,296.442993,296.442993,110.618423,0
1989-10-03,298.622009,298.622009,298.622009,298.622009,111.431458,0
1989-10-04,294.263000,294.263000,294.263000,294.263000,109.804932,0
1989-10-05,289.903015,289.903015,289.903015,289.903015,108.177948,0
1989-10-06,288.813995,288.813995,288.813995,288.813995,107.771606,0
1989-10-09,282.274994,282.274994,282.274994,282.274994,105.331573,0
1989-10-10,272.466003,272.466003,272.466003,272.466003,101.671318,0
1989-10-11,274.645996,274.645996,274.645996,274.645996,102.484802,0
1989-10-12,277.915009,277.915009,277.915009,277.915009,103.704628,0
1989-10-13,276.825989,276.825989,276.825989,276.825989,103.298256,0
1989-10-16,271.376007,271.376007,271.376007,271.376007,101.264587,0
1989-10-17,268.106995,268.106995,268.106995,268.106995,100.044762,0
1989-10-18,273.556000,273.556000,273.556000,273.556000,102.078056,0
1989-10-19,274.645996,274.645996,274.645996,274.645996,102.484802,0
1989-10-20,272.466003,272.466003,272.466003,272.466003,101.671318,0
1989-10-23,279.006012,279.006012,279.006012,279.006012,104.111763,0
1989-10-24,285.544006,285.544006,285.544006,285.544006,106.551414,0
1989-10-25,286.634003,286.634003,286.634003,286.634003,106.958107,0
1989-10-26,280.095001,280.095001,280.095001,280.095001,104.518082,0
1989-10-27,273.556000,273.556000,273.556000,273.556000,102.078056,0
1989-10-30,274.100006,274.100006,274.100006,274.100006,102.281082,0
1989-10-31,273.556000,273.556000,273.556000,273.556000,102.078056,0
1989-11-01,276.825989,276.825989,276.825989,276.825989,103.298256,0
1989-11-02,277.915009,277.915009,277.915009,277.915009,103.704628,0
1989-11-03,279.006012,279.006012,279.006012,279.006012,104.111763,0
1989-11-06,280.095001,280.095001,280.095001,280.095001,104.518082,0
1989-11-07,284.454987,284.454987,284.454987,284.454987,106.145065,0
1989-11-08,279.006012,279.006012,279.006012,279.006012,104.111763,0
1989-11-09,275.735992,275.735992,275.735992,275.735992,102.891525,0
1989-11-10,275.735992,275.735992,275.735992,275.735992,102.891525,0
1989-11-13,271.376007,271.376007,271.376007,271.376007,101.264587,0
1989-11-14,272.466003,272.466003,272.466003,272.466003,101.671318,0
1989-11-15,274.645996,274.645996,274.645996,274.645996,102.484802,0
1989-11-16,276.825989,276.825989,276.825989,276.825989,103.298256,0
1989-11-17,277.915009,277.915009,277.915009,277.915009,103.704628,0
1989-11-20,273.556000,273.556000,273.556000,273.556000,102.078056,0
1989-11-21,273.556000,273.556000,273.556000,273.556000,102.078056,0
1989-11-22,274.645996,274.645996,274.645996,274.645996,102.484802,0
1989-11-23,276.825989,276.825989,276.825989,276.825989,103.298256,0
1989-11-24,276.825989,276.825989,276.825989,276.825989,103.298256,0
1989-11-27,274.645996,274.645996,274.645996,274.645996,102.484802,0
1989-11-28,279.006012,279.006012,279.006012,279.006012,104.111763,0
1989-11-29,282.274994,282.274994,282.274994,282.274994,105.331573,0
1989-11-30,286.634003,286.634003,286.634003,286.634003,106.958107,0
1989-12-01,289.903015,289.903015,289.903015,289.903015,108.177948,0
1989-12-04,288.813995,288.813995,288.813995,288.813995,107.771606,0
1989-12-05,293.174011,293.174011,293.174011,293.174011,109.398560,0
1989-12-06,299.713013,299.713013,299.713013,299.713013,111.838600,0
1989-12-07,296.442993,296.442993,296.442993,296.442993,110.618423,0
1989-12-08,298.622009,298.622009,298.622009,298.622009,111.431458,0
1989-12-11,294.263000,294.263000,294.263000,294.263000,109.804932,0
1989-12-12,290.993988,290.993988,290.993988,290.993988,108.585075,0
1989-12-13,283.364014,283.364014,283.364014,283.364014,105.737892,0
1989-12-14,282.274994,282.274994,282.274994,282.274994,105.331573,0
1989-12-15,276.825989,276.825989,276.825989,276.825989,103.298256,0
1989-12-18,279.006012,279.006012,279.006012,279.006012,104.111763,0
1989-12-19,282.274994,282.274994,282.274994,282.274994,105.331573,0
1989-12-20,285.544006,285.544006,285.544006,285.544006,106.551414,0
1989-12-21,283.364014,283.364014,283.364014,283.364014,105.737892,0
1989-12-22,283.364014,283.364014,283.364014,283.364014,105.737892,0
1989-12-25,283.364014,283.364014,283.364014,283.364014,105.737892,0
1989-12-26,283.364014,283.364014,283.364014,283.364014,105.737892,0
1989-12-27,290.993988,290.993988,290.993988,290.993988,108.585075,0
1989-12-28,289.903015,289.903015,289.903015,289.903015,108.177948,0
1989-12-29,292.083008,292.083008,292.083008,292.083008,108.991447,0
1990-01-01,292.083008,292.083008,292.083008,292.083008,108.991447,0
1990-01-02,288.813995,288.813995,288.813995,288.813995,107.771606,0
1990-01-03,293.174011,293.174011,293.174011,293.174011,109.398560,0
1990-01-04,290.993988,290.993988,290.993988,290.993988,108.585075,0
1990-01-05,288.813995,288.813995,288.813995,288.813995,107.771606,0
1990-01-08,288.813995,288.813995,288.813995,288.813995,107.771606,0
1990-01-09,292.083008,292.083008,292.083008,292.083008,108.991447,0
1990-01-10,290.993988,290.993988,290.993988,290.993988,108.585075,0
1990-01-11,290.993988,290.993988,290.993988,290.993988,108.585075,0
1990-01-12,285.544006,285.544006,285.544006,285.544006,106.551414,0
1990-01-15,282.274994,282.274994,282.274994,282.274994,105.331573,0
1990-01-16,281.186005,281.186005,281.186005,281.186005,104.925201,0
1990-01-17,288.813995,288.813995,288.813995,288.813995,107.771606,0
1990-01-18,285.544006,285.544006,285.544006,285.544006,106.551414,0
1990-01-19,285.544006,285.544006,285.544006,285.544006,106.551414,0
1990-01-22,279.006012,279.006012,279.006012,279.006012,104.111763,0
1990-01-23,277.915009,277.915009,277.915009,277.915009,103.704628,0
1990-01-24,276.825989,276.825989,276.825989,276.825989,103.298256,0
1990-01-25,282.274994,282.274994,282.274994,282.274994,105.331573,0
